Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,is_mitm,is_ssl_stripping,is_weak_cert,is_encrypted_malware
65829,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30.3817466466,65829.0,0.0,65829,65829,65829,65829.0,0.0,65829,65829,0,0.0,0.0,0,0,0,0,0,0,40,0,30.3817466466,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0.0,0.0,0.0,0,0,0,1
410085,2,0,44,0,22,22,22.0,0.0,0,0,0.0,0.0,107.2948291208,4.8770376873,410085.0,0.0,410085,410085,410085,410085.0,0.0,410085,410085,0,0.0,0.0,0,0,0,0,0,0,16,0,4.8770376873,0.0,22,22,22.0,0.0,0.0,0,0,0,0,0,0,0,33.0,22.0,0.0,0,0,0,1
123840,1,1,37,225,37,37,37.0,0.0,225,225,225.0,0.0,2115.6330749354,16.149870801,123840.0,0.0,123840,123840,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,8.0749354005,8.0749354005,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,1,149.5,37.0,225.0,0,0,0,1
14254,3,2,68,0,68,0,22.6666666667,39.2598183049,0,0,0.0,0.0,4770.5907113793,350.7787287779,3563.5,6606.8833550069,13471,41,13851,6925.5,9256.7348725131,13471,380,13915,13915.0,0.0,13915,13915,0,0,0,0,72,52,210.4672372667,140.3114915112,0,68,11.3333333333,27.7608837515,770.6666666667,0,2,0,1,4,0,0,13.6,22.6666666667,0.0,0,0,0,1
130646,1,1,37,213,37,37,37.0,0.0,213,213,213.0,0.0,1913.5679622798,15.3085436982,130646.0,0.0,130646,130646,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,7.6542718491,7.6542718491,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,1,143.5,37.0,213.0,0,0,0,1
1950914,1,1,41,92,41,41,41.0,0.0,92,92,92.0,0.0,68.1731742148,1.0251605145,1950914.0,0.0,1950914,1950914,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,0.5125802573,0.5125802573,41,92,58.0,29.4448637287,867.0,0,0,0,0,0,0,1,87.0,41.0,92.0,0,0,0,1
254528,2,2,74,90,37,37,37.0,0.0,53,37,45.0,11.313708499,644.3298969072,15.7153633392,84842.6666666667,146911.107164616,254481,6,41,41.0,0.0,41,41,6,6.0,0.0,6,6,0,0,0,0,16,16,7.8576816696,7.8576816696,37,53,40.2,7.155417528,51.2,0,0,0,0,0,0,1,50.25,37.0,45.0,0,0,0,1
119921063,140,172,1695,196823,736,0,12.1071428571,76.348283414,1460,0,1144.3197674419,486.5601626599,1655.4056062695,2.6017114275,385598.273311897,3495512.10849892,51600207,4,119920662,862738.575539568,5199371.51885261,51600449,11,119920862,701291.590643275,4705773.78153277,51600207,4,1,0,0,0,2800,3440,1.1674346149,1.4342768126,0,1460,635.875399361,670.4508675773,449504.365835176,0,0,0,79,312,0,1,637.9134615385,12.1071428571,1144.3197674419,0,0,0,1
76141441,11,11,362,456,362,0,32.9090909091,109.1471067372,456,0,41.4545454545,137.4891731275,10.7431641594,0.2889359554,3625782.9047619,4714423.68240646,10015852,5,73490858,7349085.8,4390699.97454124,10016062,223,76141161,7614116.1,3956305.73387726,10016148,1030,0,0,0,0,232,232,0.1444679777,0.1444679777,0,456,35.5652173913,118.6836230132,14085.8023715415,1,2,0,2,21,0,1,37.1818181818,32.9090909091,41.4545454545,0,0,0,1
13,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,153846.153846154,13.0,0.0,13,13,13,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0,0,0,40,0,153846.153846154,0.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,1
89711687,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0445872788,29903895.6666667,51795041.524169,89711658,9,89711687,29903895.6666667,51795041.524169,89711658,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0445872788,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1
13401059,53,64,3576,61096,1441,0,67.4716981132,258.6520237228,1460,0,954.625,560.7559098897,4825.887267566,8.7306533014,115526.370689655,495473.046427431,3530012,3,9871047,189827.826923077,552699.262984347,2811033,18,13400904,212712.761904762,659057.451873965,3530029,3,0,0,0,0,1072,1292,3.9549113245,4.7757419768,0,1460,548.0677966102,629.8108891152,396661.756048095,1,2,0,36,116,0,1,552.7521367521,67.4716981132,954.625,0,0,0,1
111943253,18,17,3346,1410,1196,0,185.8888888889,428.4123754033,470,0,82.9411764706,184.6877332784,42.4858119855,0.3126584145,3292448.61764706,4676090.82119464,10016114,34,111942999,6584882.29411765,4697813.88271988,10016661,544,111942745,6996421.5625,4530025.15408095,10036609,1049,0,0,0,0,372,352,0.160795756,0.1518626585,0,1196,132.1111111111,328.4811608234,107899.873015873,0,2,0,6,34,0,0,135.8857142857,185.8888888889,82.9411764706,0,0,0,1
9507024,3,0,60,0,20,20,20.0,0.0,0,0,0.0,0.0,6.3111232285,0.3155561614,4753512.0,2207585.95665084,6314511,3192513,9507024,4753512.0,2207585.95665084,6314511,3192513,0,0.0,0.0,0,0,0,0,0,0,24,0,0.3155561614,0.0,20,20,20.0,0.0,0.0,0,0,0,0,0,0,0,26.6666666667,20.0,0.0,0,0,0,1
5374761,12,12,1615,1967,1460,0,134.5833333333,418.3974748606,1460,0,163.9166666667,417.9215799282,666.4482383496,4.4653148298,233685.260869565,519007.775409983,1805513,7,3569248,324477.090909091,532301.755572242,1568972,28,5374223,488565.727272727,679229.033455887,1805522,27,0,0,0,0,252,252,2.2326574149,2.2326574149,0,1460,143.28,401.7363895226,161392.126666667,1,2,0,9,23,0,1,149.25,134.5833333333,163.9166666667,0,0,0,1
34193905,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.087734934,17096952.5,24177575.3745596,34193080,825,34193905,34193905.0,0.0,34193905,34193905,0,0.0,0.0,0,0,0,0,0,0,40,20,0.058489956,0.029244978,0,0,0.0,0.0,0.0,1,0,0,0,3,0,0,0.0,0.0,0.0,0,0,0,1
6049604,9,9,1624,1955,1460,0,180.4444444444,480.897887059,1460,0,217.2222222222,478.746221337,591.6089714302,2.9754013651,355859.058823529,1083017.05231113,4476206,16,5604589,700573.625,1549144.93311135,4476499,32,6048987,756123.375,1528125.6073616,4476206,16,0,0,0,0,192,192,1.4877006826,1.4877006826,0,1460,188.3684210526,455.0473980839,207068.134502924,1,2,0,6,17,0,1,198.8333333333,180.4444444444,217.2222222222,0,0,0,1
10,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,200000.0,10.0,0.0,10,10,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,100000.0,100000.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,1,0.0,0.0,0.0,0,0,0,1
412247,2,2,80,96,40,40,40.0,0.0,56,40,48.0,11.313708499,426.9285161566,9.7029208217,137415.666666667,237928.644337611,412152,35,35,35.0,0.0,35,35,60,60.0,0.0,60,60,0,0,0,0,16,16,4.8514604109,4.8514604109,40,56,43.2,7.155417528,51.2,0,0,0,0,0,0,1,54.0,40.0,48.0,0,0,0,1
261294,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7.6542132617,261294.0,0.0,261294,261294,261294,261294.0,0.0,261294,261294,0,0.0,0.0,0,0,0,0,0,0,40,0,7.6542132617,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0.0,0.0,0.0,0,0,0,1
7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,1,0,0,0,2,0,1,0.0,0.0,0.0,0,0,0,1
2422832,5,5,0,3160,0,0,0.0,0.0,1460,0,632.0,762.1810808463,1304.2588177802,4.1274013221,269203.555555556,781568.565583678,2352494,26,2422396,605599.0,1165118.75292407,2352594,143,2422608,605652.0,1165084.65204064,2352596,153,0,0,0,0,112,112,2.063700661,2.063700661,0,1460,287.2727272727,584.210422863,341301.818181818,1,2,0,2,9,0,1,316.0,0.0,632.0,0,0,0,1
129182,1,1,47,234,47,47,47.0,0.0,234,234,234.0,0.0,2175.2256506325,15.4820331006,129182.0,0.0,129182,129182,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,7.7410165503,7.7410165503,47,234,109.3333333333,107.9645003385,11656.3333333333,0,0,0,0,0,0,1,164.0,47.0,234.0,0,0,0,1
5078894,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7875730425,1692964.66666667,2931026.98475369,5077423,9,5078894,2539447.0,3589240.08017742,5077423,1471,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5906797819,0.1968932606,0,0,0.0,0.0,0.0,1,2,0,0,3,0,0,0.0,0.0,0.0,0,0,0,1
9578788,3,0,60,0,20,20,20.0,0.0,0,0,0.0,0.0,6.2638404775,0.3131920239,4789394.0,2233812.54716505,6368938,3209850,9578788,4789394.0,2233812.54716505,6368938,3209850,0,0.0,0.0,0,0,0,0,0,0,24,0,0.3131920239,0.0,20,20,20.0,0.0,0.0,0,0,0,0,0,0,0,26.6666666667,20.0,0.0,0,0,0,1
19656639,6,2,171,44,41,22,28.5,7.5564541949,22,22,22.0,0.0,10.9377803601,0.4069871762,2808091.28571429,6677986.21879008,17898125,267,19605847,3921169.4,7843004.07011423,17898125,267,19604922,19604922.0,0.0,19604922,19604922,0,0,0,0,48,16,0.3052403821,0.101746794,22,41,26.3333333333,6.8007352544,46.25,0,0,0,0,0,0,0,29.625,28.5,22.0,0,0,0,1
165,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12121.2121212121,165.0,0.0,165,165,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6060.6060606061,6060.6060606061,0,0,0.0,0.0,0.0,1,0,0,0,2,0,1,0.0,0.0,0.0,0,0,0,1
120,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16666.6666666667,120.0,0.0,120,120,120,120.0,0.0,120,120,0,0.0,0.0,0,0,0,0,0,0,40,0,16666.6666666667,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0.0,0.0,0.0,0,0,0,1
39,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,51282.0512820513,39.0,0.0,39,39,39,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0,0,0,40,0,51282.0512820513,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0.0,0.0,0.0,0,0,0,1
243,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8230.4526748971,243.0,0.0,243,243,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,4115.2263374486,4115.2263374486,0,0,0.0,0.0,0.0,1,0,0,0,2,0,1,0.0,0.0,0.0,0,0,0,1
9552962,2,2,216,4,216,0,108.0,152.7350647363,4,0,2.0,2.8284271247,23.0295064505,0.4187182991,3184320.66666667,5514718.43563607,9552169,40,9552962,9552962.0,0.0,9552962,9552962,9552169,9552169.0,0.0,9552169,9552169,1,0,0,0,40,40,0.2093591495,0.2093591495,0,216,87.2,117.5891151425,13827.2,0,0,0,2,4,0,1,109.0,108.0,2.0,0,0,0,1
16,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,62500.0,62500.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,1,0.0,0.0,0.0,0,0,0,1
147,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13605.4421768707,147.0,0.0,147,147,147,147.0,0.0,147,147,0,0.0,0.0,0,0,0,0,0,0,40,0,13605.4421768707,0.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,1
508964,4,4,1190,343,1190,0,297.5,595.0,343,0,85.75,171.5,3012.000848783,15.718204038,72709.1428571429,191251.396380461,506423,0,508964,169654.666666667,292005.170643147,506831,13,508955,169651.666666667,291655.277634973,506423,0,0,0,0,0,92,92,7.859102019,7.859102019,0,1190,170.3333333333,398.8464616867,159078.5,1,2,0,2,7,0,1,191.625,297.5,85.75,0,0,0,1
18,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.111111111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,55555.5555555556,55555.5555555556,0,0,0.0,0.0,0.0,1,0,0,0,2,0,1,0.0,0.0,0.0,0,0,0,1
673,1,1,37,213,37,37,37.0,0.0,213,213,213.0,0.0,371471.02526003,2971.7682020802,673.0,0.0,673,673,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1485.8841010401,1485.8841010401,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,1,143.5,37.0,213.0,0,0,0,1
506986,2,2,72,88,36,36,36.0,0.0,52,36,44.0,11.313708499,315.5905685759,7.8897642144,168995.333333333,292149.213519964,506340,15,15,15.0,0.0,15,15,631,631.0,0.0,631,631,0,0,0,0,16,16,3.9448821072,3.9448821072,36,52,39.2,7.155417528,51.2,0,0,0,0,0,0,1,49.0,36.0,44.0,0,0,0,1
414237,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4.8281539312,414237.0,0.0,414237,414237,414237,414237.0,0.0,414237,414237,0,0.0,0.0,0,0,0,0,0,0,40,0,4.8281539312,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0.0,0.0,0.0,0,0,0,1
20142652,2,3,0,31,0,0,0.0,0.0,31,0,10.3333333333,17.8978583449,1.5390227662,0.2482294784,5035663.0,7099027.07428593,15087160,25,15143189,15143189.0,0.0,15143189,15143189,20086648,10043324.0,7133061.27758566,15087160,4999488,0,0,0,0,64,96,0.0992917914,0.1489376871,0,31,5.1666666667,12.6556970044,160.1666666667,1,0,0,1,5,0,1,6.2,0.0,10.3333333333,0,0,0,1
1071751,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.8661050934,1071751.0,0.0,1071751,1071751,1071751,1071751.0,0.0,1071751,1071751,0,0.0,0.0,0,0,0,0,0,0,40,0,1.8661050934,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0.0,0.0,0.0,0,0,0,1
34219431,2,2,1053,4,1053,0,526.5,744.5834405894,4,0,2.0,2.8284271247,30.8888829858,0.1168926508,11406477.0,19755941.2543272,34218673,83,34219431,34219431.0,0.0,34219431,34219431,34218673,34218673.0,0.0,34218673,34218673,1,0,0,0,40,40,0.0584463254,0.0584463254,0,1053,422.0,576.0238710331,331803.5,0,0,0,2,4,0,1,527.5,526.5,2.0,0,0,0,1
23451202,9,9,1615,504,1460,0,179.4444444444,481.4029266402,376,0,56.0,125.9474096597,90.3578417857,0.7675512752,1379482.47058824,4800832.05950361,19954824,6,3496378,437047.25,446733.790101235,991162,151,23450156,2931269.5,6890796.03447732,19954851,20,0,0,0,0,192,192,0.3837756376,0.3837756376,0,1460,111.5263157895,338.5093743033,114588.596491228,1,2,0,7,17,0,1,117.7222222222,179.4444444444,56.0,0,0,0,1
40835,1,1,33,212,33,33,33.0,0.0,212,212,212.0,0.0,5999.7551120363,48.9775927513,40835.0,0.0,40835,40835,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,24.4887963757,24.4887963757,33,212,92.6666666667,103.3456981849,10680.3333333333,0,0,0,0,0,0,1,139.0,33.0,212.0,0,0,0,1
184967,2,3,41,110,41,0,20.5,28.9913780286,110,0,36.6666666667,63.5085296109,816.361837517,27.0318489244,46241.75,92262.2328921753,184635,32,184935,184935.0,0.0,184935,184935,184700,92350.0,130510.698603601,184635,65,1,0,0,0,40,60,10.8127395698,16.2191093546,0,110,32.0,43.1694336308,1863.6,1,0,0,2,5,0,1,38.4,20.5,36.6666666667,0,0,0,1
629,1,1,33,345,33,33,33.0,0.0,345,345,345.0,0.0,600953.895071542,3179.6502384738,629.0,0.0,629,629,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1589.8251192369,1589.8251192369,33,345,137.0,180.1332839872,32448.0,0,0,0,0,0,0,1,205.5,33.0,345.0,0,0,0,1
502612,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3.9792125934,502612.0,0.0,502612,502612,502612,502612.0,0.0,502612,502612,0,0.0,0.0,0,0,0,0,0,0,40,0,3.9792125934,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0.0,0.0,0.0,0,0,0,1
38,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52631.5789473684,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,26315.7894736842,26315.7894736842,0,0,0.0,0.0,0.0,1,0,0,0,2,0,1,0.0,0.0,0.0,0,0,0,1
438709,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6.8382458532,219354.5,310092.486501205,438623,86,438709,219354.5,310092.486501205,438623,86,0,0.0,0.0,0,0,0,0,0,0,60,0,6.8382458532,0.0,0,0,0.0,0.0,0.0,2,0,0,0,3,0,0,0.0,0.0,0.0,0,0,0,1
744321,1,1,36,52,36,36,36.0,0.0,52,52,52.0,0.0,118.2285599896,2.687012727,744321.0,0.0,744321,744321,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1.3435063635,1.3435063635,36,52,41.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,1,62.0,36.0,52.0,0,0,0,1
68676026,3,1,1093,0,1089,0,364.3333333333,627.582929447,0,0,0.0,0.0,15.9153064564,0.0582444884,22892008.6666667,39649894.3334726,68675763,12,68675775,34337887.5,48561089.2351788,68675763,12,0,0.0,0.0,0,0,1,0,0,0,60,20,0.0436833663,0.0145611221,0,1089,219.4,486.1252924916,236317.8,0,0,0,2,4,0,0,274.25,364.3333333333,0.0,0,0,0,1
333616,1,1,38,54,38,38,38.0,0.0,54,54,54.0,0.0,275.7661503045,5.994916311,333616.0,0.0,333616,333616,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2.9974581555,2.9974581555,38,54,43.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,1,65.0,38.0,54.0,0,0,0,1
74320,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26.91065662,74320.0,0.0,74320,74320,74320,74320.0,0.0,74320,74320,0,0.0,0.0,0,0,0,0,0,0,40,0,26.91065662,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0.0,0.0,0.0,0,0,0,1
93904534,25,24,3561,1017,1410,0,142.44,330.8892161031,498,0,42.375,107.8532870233,48.7516396173,0.5218065402,1956344.45833333,12115713.7732526,83866398,2,93904534,3912688.91666667,17087379.6783772,83866398,22,93903710,4082770.0,17458976.4273918,83904544,2,0,0,0,0,512,492,0.2662278267,0.2555787136,0,1410,91.56,248.5225863345,61763.4759183673,0,2,0,23,48,0,0,93.4285714286,142.44,42.375,0,0,0,1
410692,2,0,44,0,22,22,22.0,0.0,0,0,0.0,0.0,107.1362480886,4.8698294586,410692.0,0.0,410692,410692,410692,410692.0,0.0,410692,410692,0,0.0,0.0,0,0,0,0,0,0,16,0,4.8698294586,0.0,22,22,22.0,0.0,0.0,0,0,0,0,0,0,0,33.0,22.0,0.0,0,0,0,1
124027,1,1,37,240,37,37,37.0,0.0,240,240,240.0,0.0,2233.384666242,16.1255210559,124027.0,0.0,124027,124027,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,8.0627605279,8.0627605279,37,240,104.6666666667,117.2021046455,13736.3333333333,0,0,0,0,0,0,1,157.0,37.0,240.0,0,0,0,1
106,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18867.9245283019,106.0,0.0,106,106,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9433.962264151,9433.962264151,0,0,0.0,0.0,0.0,1,0,0,0,2,0,1,0.0,0.0,0.0,0,0,0,1
119731307,82,121,1780,115751,1058,0,21.7073170732,128.7048003177,1460,0,956.6198347107,563.6295659414,981.6229601503,1.695462992,592729.242574257,2298862.24191157,10015893,3,119731125,1478162.03703704,3457354.17285008,10016035,13,119731153,997759.608333333,2918773.86925903,10016052,3,0,0,0,0,1652,2432,0.6848668243,1.0105961676,0,1460,576.1323529412,637.5680526856,406493.021805274,0,2,0,53,202,0,1,578.9704433498,21.7073170732,956.6198347107,0,0,0,1
14849409,4,2,111,0,111,0,27.75,55.5,0,0,0.0,0.0,7.4750449664,0.4040564847,2969881.8,6639971.00275963,14847823,18,14849409,4949803.0,8572093.52798037,14848004,284,1320,1320.0,0.0,1320,1320,0,0,0,0,92,52,0.2693709898,0.1346854949,0,111,15.8571428571,41.954056504,1760.1428571429,1,2,0,1,5,0,0,18.5,27.75,0.0,0,0,0,1
467092,1,1,28,44,28,28,28.0,0.0,44,44,44.0,0.0,154.1452219263,4.2818117202,467092.0,0.0,467092,467092,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2.1409058601,2.1409058601,28,44,33.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,1,50.0,28.0,44.0,0,0,0,1
9396889,3,0,60,0,20,20,20.0,0.0,0,0,0.0,0.0,6.3850919171,0.3192545959,4698444.5,2211331.50127078,6262092,3134797,9396889,4698444.5,2211331.50127078,6262092,3134797,0,0.0,0.0,0,0,0,0,0,0,24,0,0.3192545959,0.0,20,20,20.0,0.0,0.0,0,0,0,0,0,0,0,26.6666666667,20.0,0.0,0,0,0,1
87021056,21,21,9702,936,1460,0,462.0,655.9354388962,312,0,44.5714285714,111.8733978337,122.24627566,0.4826418103,2122464.7804878,3934938.87578559,10015832,4,82083501,4104175.05,4827612.59982147,10016008,20,87020887,4351044.35,4732029.70472271,10016035,4,0,0,0,0,432,432,0.2413209051,0.2413209051,0,1460,247.3953488372,505.8606593169,255895.006644518,1,2,0,6,41,0,1,253.2857142857,462.0,44.5714285714,0,0,0,1
285529,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14.0090848916,95176.3333333333,164624.250820872,285268,18,285529,95176.3333333333,164624.250820872,285268,18,0,0.0,0.0,0,0,0,0,0,0,80,0,14.0090848916,0.0,0,0,0.0,0.0,0.0,1,0,0,0,4,0,0,0.0,0.0,0.0,0,0,0,1
2789,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,717.1029042668,2789.0,0.0,2789,2789,2789,2789.0,0.0,2789,2789,0,0.0,0.0,0,0,0,0,0,0,40,0,717.1029042668,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0.0,0.0,0.0,0,0,0,1
229324,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.7212851686,229324.0,0.0,229324,229324,229324,229324.0,0.0,229324,229324,0,0.0,0.0,0,0,0,0,0,0,40,0,8.7212851686,0.0,0,0,0.0,0.0,0.0,1,0,0,0,2,0,0,0.0,0.0,0.0,0,0,0,1
119704024,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0417696902,29926006.0,55649132.4354877,113312040,272026,119704024,29926006.0,55649132.4354877,113312040,272026,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0417696902,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1
35,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57142.8571428571,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,28571.4285714286,28571.4285714286,0,0,0.0,0.0,0.0,1,0,0,0,2,0,1,0.0,0.0,0.0,0,0,0,1
79979026,9,9,794,32,335,0,88.2222222222,142.2434337481,21,0,3.5555555556,6.784377479,10.3277076668,0.2250590048,4704648.58823529,14829462.0507635,59466566,10,79979026,9997378.25,21028213.6277048,59466566,355,79978850,9997356.25,21028339.2021312,59466744,291,1,0,0,0,180,180,0.1125295024,0.1125295024,0,335,43.5789473684,104.4340918099,10906.4795321637,0,0,0,9,18,0,1,46.0,88.2222222222,3.5555555556,0,0,0,1
61645718,14,17,1117,10638,789,0,79.7857142857,212.6000863201,1460,0,625.7647058824,609.7657879682,190.6863993376,0.5028735329,2054857.26666667,8552498.89263673,44964636,0,46635729,3587363.76923077,12434220.7788208,44964636,19,61645507,3852844.1875,11586770.1460197,45002711,0,0,0,0,0,292,352,0.2271041762,0.2757693568,0,1460,367.34375,537.7519880064,289177.200604839,1,2,0,10,30,0,1,379.1935483871,79.7857142857,625.7647058824,0,0,0,1
489094,252,37,363540,0,1460,0,1442.6190476191,151.1321343268,0,0,0.0,0.0,743292.700380704,590.8884590692,1698.2430555556,14136.469572794,214248,9,455681,1815.4621513944,17158.8383495376,254565,9,488819,13578.3055555556,38476.2954675209,214732,19,0,0,0,0,5052,752,515.2383795344,75.6500795348,0,1460,1253.5862068966,507.5692474782,257626.540985563,0,2,1,21,288,0,0,1257.9238754325,1442.6190476191,0.0,0,0,0,1
129338,1,1,37,213,37,37,37.0,0.0,213,213,213.0,0.0,1932.9199461875,15.4633595695,129338.0,0.0,129338,129338,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,7.7316797848,7.7316797848,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,1,143.5,37.0,213.0,0,0,0,1
14701841,1,3,0,63,0,0,0.0,0.0,63,0,21.0,36.3730669589,4.2851776182,0.2720747694,4900613.66666667,8465954.71285503,14676245,22,0,0.0,0.0,0,0,14676267,7338133.5,10377656.805506,14676245,22,0,0,0,0,32,96,0.0680186924,0.2040560771,0,63,12.6,28.1744565165,793.8,1,0,0,1,4,0,3,15.75,0.0,21.0,0,0,0,1
9752070,14,15,953,308,136,0,68.0714285714,46.1893498975,201,0,20.5333333333,57.0248901379,129.3058807002,2.9737276291,348288.214285714,1380408.60891126,6788367,1,6791524,522424.923076923,1882768.46972751,6788657,15,9751854,696561.0,1922598.90341125,6788367,5,0,0,0,0,292,312,1.4355926485,1.5381349806,0,201,42.0333333333,56.1564829268,3153.5505747127,1,2,0,13,28,0,1,43.4827586207,68.0714285714,20.5333333333,0,0,0,1
